,url,domain,class
579,yvyeybazpahf.com,yvyeybazpahf,dga
580,papatunar.co.com.au,papatunar,legit
581,logunasens10.in,logunasens10,legit
582,clickstano.com,clickstano,legit
583,kievandmoskaustt.in,kievandmoskaustt,legit
584,bankokid.zapto.org,zapto,legit
585,track.v2.sslsecure10.com,sslsecure10,legit
586,wnbfoidtgxt.com,wnbfoidtgxt,dga
587,hdzx.aquarium-stakany.org,aquarium-stakany,legit
588,mysimian.in,mysimian,legit
589,optonline.net,optonline,legit
590,lrpvmktouq.com,lrpvmktouq,dga
591,skype.com,skype,legit
592,mtwbfyafq.com,mtwbfyafq,dga
593,root1.turktravestiler.net,turktravestiler,legit
594,iyaxaucrvnhmkylya.com,iyaxaucrvnhmkylya,dga
595,pinoseplanta.com,pinoseplanta,legit
596,yvbpttn.eu,yvbpttn,dga
597,ifjbcecnjwxjjwk.com,ifjbcecnjwxjjwk,dga
598,ylvylxwjpkcdl.com,ylvylxwjpkcdl,dga
599,lerickrat.no-ip.biz,no-ip,legit
600,ohqegpazuidisuku.com,ohqegpazuidisuku,dga
601,c.zonja.ru,zonja,legit
602,retguard.is-into-cars.com,is-into-cars,legit
603,symofypiku.com,symofypiku,dga
604,hotmaik.com,hotmaik,legit
605,bqzgjwybprs.com,bqzgjwybprs,dga
606,incorporatedhosting.info,incorporatedhosting,legit
607,monmouthshirepgl.co.uk,monmouthshirepgl,legit
608,roberttowing.com,roberttowing,legit
609,trkrczm.co.cc,trkrczm,legit
610,blogcourse.in,blogcourse,legit
611,vxlkofoazme.com,vxlkofoazme,dga
612,pgoqvdtpynanj.com,pgoqvdtpynanj,dga
613,searchattached.org,searchattached,legit
614,pehejayr.cz.cc,pehejayr,legit
615,oldgrape.vv.cc,oldgrape,legit
616,eaayjpeyabqf.com,eaayjpeyabqf,dga
617,1robiip.no-ip.biz,no-ip,legit
618,2xtrem13008.no-ip.org,no-ip,legit
619,3ecompany.com,3ecompany,legit
620,afytugyri.pl,afytugyri,dga
621,1f6d3ukk20zphskhdqd1acil9e.net,1f6d3ukk20zphskhdqd1acil9e,dga
622,darkmildred.org,darkmildred,legit
623,zagporn.com,zagporn,legit
624,strongdomain.co.cc,strongdomain,legit
625,tyqonelaresuz.com,tyqonelaresuz,legit
626,bl4kj2.zapto.org,zapto,legit
627,sintesismark.com,sintesismark,legit
628,spin.com,spin,legit
629,jiygcyju.com,jiygcyju,dga
630,bygfsdfmrwbhlghll.com,bygfsdfmrwbhlghll,dga
631,googleads.g.doubleclick.net,doubleclick,legit
632,sddcs.consumerinput.com,consumerinput,legit
633,njratmodz.no-ip.biz,no-ip,legit
634,pervert2.no-ip.info,no-ip,legit
635,IELNOGOBCLIKFGCHJAOKJECOMHEBNKGEPNCIFDBNKGDAMJFDNMFGOPGJOCHMPFI.PAJMCEMGIOFIPBJOCBNKGCAILCFLOKJODGNBHLADKDGFAOJHDGNFHOAGKODGNOG.GAOJIDBNIGAAIJNEHP.ns1.msffncsi.com,msffncsi,dga
636,cjibge.org,cjibge,legit
637,antoinedelafon.no-ip.org,no-ip,legit
638,labanquize.com,labanquize,legit
639,igcdn-photos-d-a.akamaihd.net,akamaihd,legit
640,onguso.com,onguso,legit
641,academiebeaute.hu,academiebeaute,legit
642,mobilesite4all.com,mobilesite4all,legit
643,jewrt.su,jewrt,legit
644,fomcht.biz,fomcht,legit
645,xezarecupohyv.com,xezarecupohyv,legit
646,morolifuhahel.com,morolifuhahel,legit
647,pchjwpiyd.com,pchjwpiyd,dga
648,www.foxglove-download.com,foxglove-download,legit
649,arckepesajandek.hu,arckepesajandek,legit
650,rqfokpqlv.ru,rqfokpqlv,dga
651,lazerfailzz.no-ip.biz,no-ip,legit
652,www.coop.nl,coop,legit
653,5creationpride.no-ip.biz,no-ip,legit
654,060e788d.linkbucks.com,linkbucks,legit
655,waciroqohuli.com,waciroqohuli,legit
656,patpatricia.ka.hn,patpatricia,legit
657,16channels.cu.cc,16channels,legit
658,adera.jesais.fr,jesais,legit
659,chr0nic.ddns.net,ddns,legit
660,ossweb-img.qq.com,ossweb-img,legit
661,vaxifysrat.no-ip.biz,no-ip,legit
662,liqugamezono.com,liqugamezono,legit
663,bobyurl.info,bobyurl,legit
664,raduolteanu.com,raduolteanu,legit
665,zprw6q.com,zprw6q,legit
666,www.disasterfundings.net,disasterfundings,legit
667,rps-svcs.sun.com,sun,legit
668,assmette.in,assmette,legit
669,installationserver.com,installationserver,legit
670,FBOKHEOBJHKFNIAHHOAIIBEEKODIMBELMEEOMHEBMKKFJPGJPCHMPFIPAJICAMI.FAPIIACJLAFJOGIEFDCHOLKLEDOLHDBLKDELNDHLACKKDCNNGFANJFDMMEGMPEJ.MCDMLFDPLICCKLCFNO.ns1.msffncsi.com,msffncsi,dga
671,nobodywithyou.quicksytes.com,quicksytes,legit
672,theyungdrungbon.com,theyungdrungbon,legit
673,afececrkycbeyqm.com,afececrkycbeyqm,legit
674,fvegevujmtnnk.com,fvegevujmtnnk,dga
675,NETSCAPE.NET,NETSCAPE,legit
676,zufiyczpw.info,zufiyczpw,dga
677,update.vprotector.co.kr,vprotector,legit
678,perfecto.windows8computers.com,windows8computers,legit
679,konishi-hp.com,konishi-hp,legit
680,10531.dns6y.net,dns6y,legit
681,45fcf65ca7bbf2a5.bestecor.com,bestecor,legit
682,pzkkzletqp.ru,pzkkzletqp,dga
683,nootmet.in,nootmet,legit
684,www.ridus.ru,ridus,legit
685,inzavora.com,inzavora,legit
686,japanrareearths.com,japanrareearths,legit
687,www.ip2nation.com,ip2nation,legit
688,www.ytdownloader.com,ytdownloader,legit
689,ones2watch4.osa.pl,osa,legit
690,b2.ge.tt,b2,legit
691,enginebone.co.cc,enginebone,legit
692,fullreview.co.cc,fullreview,legit
693,ellgjtss.info,ellgjtss,legit
694,ibuildchoppers.com,ibuildchoppers,legit
695,041807e0051e.gabcat.net,gabcat,legit
696,gsdgsdg.nl-web.net,nl-web,legit
697,agilent.com,agilent,legit
698,1463196057.web-scanerinternet.com,web-scanerinternet,legit
699,korta-sa.com,korta-sa,legit
700,02be375.netsolhost.com,netsolhost,legit
701,dd.connextra.com,connextra,legit
702,lossingthight.com,lossingthight,legit
703,mtnwhmullpy.info,mtnwhmullpy,dga
704,hortumsan.com,hortumsan,legit
705,antharal.gv.vg,antharal,legit
706,test333.no-ip.org,no-ip,legit
707,legendz.ddns.net,ddns,legit
708,api.v2.sslsecure8.com,sslsecure8,legit
709,masph.com,masph,legit
710,rqwkp.com,rqwkp,legit
711,mdhlguvbndrnqvbpk.com,mdhlguvbndrnqvbpk,dga
712,whitbreadhotels.com,whitbreadhotels,legit
713,www.facebook.com,facebook,legit
714,columnname.orgfree.com,orgfree,legit
715,tikbjbnefk.com,tikbjbnefk,dga
716,fvuiny15f0hsd180uqlto4dfil.org,fvuiny15f0hsd180uqlto4dfil,dga
717,nezupuvopo.com,nezupuvopo,legit
718,www.spanishharlemorchestra.net,spanishharlemorchestra,legit
719,2ghost182.no-ip.biz,no-ip,legit
720,daejwuk.com,daejwuk,dga
721,qikawykytapysy.com,qikawykytapysy,dga
722,fxfmwkm.org,fxfmwkm,dga
723,astro.ic.ac.uk,astro,legit
724,humrvzj.co.cc,humrvzj,dga
725,r2.getapplicationmy.info,getapplicationmy,legit
726,server.citadel-x.com,citadel-x,legit
727,dl.dropbox.com,dropbox,legit
728,eonvwoabjwow.com,eonvwoabjwow,dga
729,jeceryn.info,jeceryn,legit
730,rumahterapi.cx.cc,rumahterapi,legit
731,arschgeburten.com,arschgeburten,legit
732,bimbo.freedomlifemedia.com,freedomlifemedia,legit
733,t0w3r.dyndns.info,dyndns,legit
734,anddogen.com,anddogen,legit
735,www.xh20s.com,xh20s,legit
736,mycojenxktsmozzthdv.com,mycojenxktsmozzthdv,dga
737,l.playdisasteroids.com,playdisasteroids,legit
738,proxy.vamoqvamo.com,vamoqvamo,legit
739,gancetode.com,gancetode,legit
740,pbqrqybs.cz.cc,pbqrqybs,dga
741,gogosearch.vizvaz.com,vizvaz,legit
742,windows-update.zigg.me,zigg,legit
743,feelgoodframesstore.com,feelgoodframesstore,legit
744,glmghotels.com,glmghotels,legit
745,cmnxtvcvblgniwt.info,cmnxtvcvblgniwt,dga
746,ascon-international.com,ascon-international,legit
747,oqxwetajr.com,oqxwetajr,legit
748,cdnmc.oasisspace.net,oasisspace,legit
749,firstdemo.co.cc,firstdemo,legit
750,lbcqwwxucahiulchx.com,lbcqwwxucahiulchx,dga
751,genmar.gen.tr,genmar,legit
752,wirybidyzufij.com,wirybidyzufij,dga
753,0.pool.ntp.org,ntp,legit
754,pjgwxsqwbdqh.com,pjgwxsqwbdqh,dga
755,paza5.no-ip.biz,no-ip,legit
756,re4e550rhw34pps5e.info,re4e550rhw34pps5e,dga
757,itexas.net,itexas,legit
758,theeivee.net,theeivee,legit
759,licensedtokill.com,licensedtokill,legit
760,gikupilah.com,gikupilah,dga
761,hidemyfass87111.ru,hidemyfass87111,legit
762,vpeerjp.cc,vpeerjp,legit
763,cintas.com,cintas,legit
764,bojimipim.com,bojimipim,legit
765,meelith.in,meelith,legit
766,gggyexvskphnets.com,gggyexvskphnets,legit
767,dnn506yrbagrg.cloudfront.net,cloudfront,legit
768,mjlutogeawadmrya.ru,mjlutogeawadmrya,dga
769,garerivi.torridhosting.com,torridhosting,legit
770,fbi-newinvestigetion.co.uk,fbi-newinvestigetion,legit
771,www.saios.net,saios,legit
772,k92.no-ip.biz,no-ip,legit
773,opxxjqvyjllj.com,opxxjqvyjllj,dga
774,terminaleasy.net,terminaleasy,legit
775,1462110866.net-testhdd.us,net-testhdd,legit
776,amatebisuteria.es,amatebisuteria,legit
777,190407e00537.weirden.com,weirden,legit
778,rytermerz.co.cc,rytermerz,legit
779,dust.wxhelz.net,wxhelz,legit
780,3mcafeeupgrade.zapto.org,zapto,legit
781,honeysingh007.no-ip.biz,no-ip,legit
782,beastyyou.no-ip.org,no-ip,legit
783,stormstresser.net,stormstresser,legit
784,patopato.info,patopato,legit
785,azyunkid.no-ip.info,no-ip,legit
786,zakariaxhack.no-ip.biz,no-ip,legit
787,fget-career.com,fget-career,legit
788,vekoxarotucev.com,vekoxarotucev,legit
789,networkinterface.redirectme.net,redirectme,legit
790,supportminidevices.com,supportminidevices,legit
791,kapaxeriku.com,kapaxeriku,legit
792,kucaequ.biz,kucaequ,legit
793,osajklwmmhjp.com,osajklwmmhjp,dga
794,mujinibugemiju.com,mujinibugemiju,legit
795,snbiwqyhqtb.org,snbiwqyhqtb,dga
796,gecdnqtp.org,gecdnqtp,legit
797,qodikowyfiv.com,qodikowyfiv,dga
798,hfeitu.net,hfeitu,legit
799,IGMPAJOBCNFOALBCHEGAJMNIIEAAGLOGECMNCJIEAAELMGDCKNAJMEDEFAPLHHO.CEOMJFFJAOLEHMCBOIJAFLAAMEHKCAOHJNEFALLBHGCKNOIEEJPNKIGNBCNJIPD.FPKKCGJBOMEIJDPOEK.ns1.msffncsi.com,msffncsi,dga
800,danielrswilson.no-ip.org,no-ip,legit
801,artlolocopter.com,artlolocopter,legit
802,imgshacks.org,imgshacks,legit
803,police13.usethetruckforfree.com,usethetruckforfree,legit
804,loosefruit.cx.cc,loosefruit,legit
805,green-fuel.us,green-fuel,legit
806,xebaxuzoshoj.kz,xebaxuzoshoj,legit
807,dl.tuto4pc.com,tuto4pc,legit
808,xhpel.co.cc,xhpel,legit
809,www.123-downloading.com,123-downloading,legit
810,c.mx.mail.yahoo.com,yahoo,legit
811,viewermetrics.com,viewermetrics,legit
812,fzxvz.ninth.biz,ninth,legit
813,fleshercorp.com,fleshercorp,legit
814,3dctest123.no-ip.biz,no-ip,legit
815,smk.cheatgame.org,cheatgame,legit
816,yssrqxyljwrioko.com,yssrqxyljwrioko,dga
817,1463516295.net-testhdd.us,net-testhdd,legit
818,dusseva.com,dusseva,legit
819,wiclilbetofo.com,wiclilbetofo,legit
820,zyteog.no-ip.org,no-ip,legit
821,lochner-elektronik.de,lochner-elektronik,legit
822,zonetf.com,zonetf,legit
823,findturn.org,findturn,legit
824,deanlet.no-ip.biz,no-ip,legit
825,www.news.com,news,legit
826,humodas.vv.cc,humodas,legit
827,moqweinafmea.com,moqweinafmea,dga
828,metoss.com,metoss,legit
829,chbqrhunxg.com,chbqrhunxg,dga
830,motivboot.de,motivboot,legit
831,hvrfosil.co.cc,hvrfosil,legit
832,tellambode.com,tellambode,legit
833,api.magnoget.com,magnoget,legit
834,crosspaths.net,crosspaths,legit
835,wedspa.su,wedspa,legit
836,bekyvokfhfcviybk.com,bekyvokfhfcviybk,dga
837,2creationpride.no-ip.biz,no-ip,legit
838,www.my-traff.net,my-traff,legit
839,hngdecor.com,hngdecor,legit
840,crl.globalsign.net,globalsign,legit
841,ghdfhd.nl.ai,ghdfhd,legit
842,fluor.com,fluor,legit
843,spambox.su,spambox,legit
844,rokuxozanasi.com,rokuxozanasi,legit
845,ricerose.in,ricerose,legit
846,fescheck.com,fescheck,legit
847,admin.php,php,legit
848,stun.kuaibo.com,kuaibo,legit
849,findtypical.org,findtypical,legit
850,cbsprinting.com.au,cbsprinting,legit
851,ourthreedomains.com,ourthreedomains,legit
852,atlantacustomwork.com,atlantacustomwork,legit
853,joquwemixonav.com,joquwemixonav,legit
854,5hapiste66lol.no-ip.org,no-ip,legit
855,police10.regeneratinggel.com,regeneratinggel,legit
856,butacupqeif.com,butacupqeif,dga
857,transferhost.servehttp.com,servehttp,legit
858,domeder.co.in,domeder,legit
859,cdvdzllc.com,cdvdzllc,dga
860,fermand76.in,fermand76,legit
861,meramven15.info,meramven15,legit
862,2r64.no-ip.biz,no-ip,legit
863,searchalice.org,searchalice,legit
864,1eo07861siriiigiv4cfoiak7.org,1eo07861siriiigiv4cfoiak7,dga
865,dedbtgnilfqq.com,dedbtgnilfqq,dga
866,arki.com,arki,legit
867,gopexvideo20.ru,gopexvideo20,legit
868,pcgsmaigc.com,pcgsmaigc,legit
869,sonhodoseu.dominiotemporario.com,dominiotemporario,legit
870,tyjikrf.co.cc,tyjikrf,dga
871,kao1295.no-ip.org,no-ip,legit
872,schnueffelbande2.com,schnueffelbande2,legit
873,g3k0onfire.no-ip.biz,no-ip,legit
874,songman2.no-ip.biz,no-ip,legit
875,qqti.myftp.info,myftp,legit
876,cdnins.com,cdnins,legit
877,lpggutwsvtvnmvpxrc.com,lpggutwsvtvnmvpxrc,dga
878,cabooseonline.com,cabooseonline,legit
879,ydwocjd.cc,ydwocjd,dga
880,dldafuhao.vv.cc,dldafuhao,legit
881,powerturk.rocks,powerturk,legit
882,exzo.info,exzo,legit
883,staticrr.sslsecure7.com,sslsecure7,legit
884,complaintsboard.com,complaintsboard,legit
885,www.s285363409.online.de,online,legit
886,irish11.no-ip.org,no-ip,legit
887,tuzycekenuqi.com,tuzycekenuqi,dga
888,fqaeucdaicvnisqbd.com,fqaeucdaicvnisqbd,dga
889,zuhycyc.ru,zuhycyc,dga
890,svoirdwiz.biz,svoirdwiz,legit
891,seal.elitevs.net,elitevs,legit
892,091607e00524.twivu.net,twivu,legit
893,iemhmyes.org,iemhmyes,dga
894,dopperline.com,dopperline,legit
895,vfhdrwzixqzmsfdg.com,vfhdrwzixqzmsfdg,dga
896,egbmbdey.cc,egbmbdey,dga
897,dywynarov.com,dywynarov,legit
898,axabw.ru,axabw,legit
899,nemanjan00.no-ip.biz,no-ip,legit
900,cdhb.ru,cdhb,legit
901,zuqiqex.info,zuqiqex,dga
902,pobazepukatyc.com,pobazepukatyc,legit
903,trixbackup.hopto.org,hopto,legit
904,1462526308.wweb-winhelp.us,wweb-winhelp,legit
905,saedsnnwpx.at,saedsnnwpx,dga
906,storage.conduit.com,conduit,legit
907,lpk4.f3322.org,f3322,legit
908,cvfjynh3gghv22reu10m59re.com,cvfjynh3gghv22reu10m59re,dga
909,5ggfilhodapu.no-ip.biz,no-ip,legit
910,gyrgs.ru,gyrgs,legit
911,derdpawup.com,derdpawup,legit
912,ecrxlibgchux.eu,ecrxlibgchux,dga
913,37056.9207969d825a1cf2888da62ee95e5588a728a1066e5220634f.pfif3.hfuidhfd.jp,hfuidhfd,dga
914,giomexico.cu.cc,giomexico,legit
915,1462778707.httpsea.com,httpsea,dga
916,mektek.net,mektek,legit
917,finalthoughtlisten.in,finalthoughtlisten,legit
918,5black7.no-ip.info,no-ip,legit
919,www.advancedcleanerpro.com,advancedcleanerpro,legit
920,1000amps.cu.cc,1000amps,legit
921,roki.ledhatohu.net,ledhatohu,legit
922,megapolisss006.su,megapolisss006,legit
923,sacunifupacamy.com,sacunifupacamy,legit
924,3bs44.no-ip.info,no-ip,legit
925,drebedenia.com,drebedenia,legit
926,yousuckbrohf2.no-ip.biz,no-ip,legit
927,torntvz.net,torntvz,legit
928,matisfat.no-ip.biz,no-ip,legit
929,egdbvrhtcptgoqorompj.com,egdbvrhtcptgoqorompj,dga
930,crafttoday.info,crafttoday,legit
931,micros-service.com,micros-service,legit
932,dreamlandesign.com,dreamlandesign,legit
933,www.villaorchidea.pl,villaorchidea,legit
934,findactim.org,findactim,legit
935,pass.trtyr55.com,trtyr55,legit
936,bys1nessbank1ng.info,bys1nessbank1ng,legit
937,otf.msn.com,msn,legit
938,cdduadkkraa.com,cdduadkkraa,dga
939,jqmt.qq.com,jqmt,legit
940,geoloc.1stbrowser.com,1stbrowser,legit
941,altpber.ru,altpber,legit
942,pytfdffpqmaymkho.com,pytfdffpqmaymkho,dga
943,djgabriellalavitt.com,djgabriellalavitt,legit
944,ressource.illyx.com,illyx,legit
945,tfxjzsppylfhauvq.ru,tfxjzsppylfhauvq,dga
946,myuwjgzij.com,myuwjgzij,dga
947,www.t3315.com,t3315,legit
948,securehomserv.com,securehomserv,legit
949,0x9001.com,0x9001,legit
950,jpvxosgafxjqvaga.com,jpvxosgafxjqvaga,dga
951,crappydate.cu.cc,crappydate,legit
952,rolex24.serverthuis.nl,serverthuis,legit
953,capital.go2cloud.org,go2cloud,legit
954,213007e00436.weirden.com,weirden,legit
955,u.64405a4149dd6f76.com,64405a4149dd6f76,dga
956,tropicalnails.ca,tropicalnails,legit
957,www.grokster.com,grokster,legit
958,shouky34.zapto.org,zapto,legit
959,xyxukinasacujo.com,xyxukinasacujo,legit
960,hfmjnhngo.com,hfmjnhngo,dga
961,23.goalsettingprogram.biz,goalsettingprogram,legit
962,hopostare.cz.cc,hopostare,legit
963,robiip.no-ip.biz,no-ip,legit
964,29bca6cb72a665c8.se,29bca6cb72a665c8,dga
965,figabara.com,figabara,legit
966,usteeptyshehoaboochu.ru,usteeptyshehoaboochu,legit
967,elklajah.cz.cc,elklajah,legit
968,andconte.gv.vg,andconte,legit
969,yteshjnxw.org,yteshjnxw,dga
970,www.sanctionedmedia.com,sanctionedmedia,legit
971,p.rfihub.com,rfihub,legit
972,freemaildotaccess.com,freemaildotaccess,legit
973,goehrig.ce.ms,goehrig,legit
974,rykgnuncbedueeuevxg.com,rykgnuncbedueeuevxg,dga
975,client.vpn8.info,vpn8,legit
976,hentai29.ce.ms,hentai29,legit
977,favoriteguild.com,favoriteguild,legit
978,update.homler.net,homler,legit
979,freedesign.modding.ml,modding,legit
980,2tr9.no-ip.info,no-ip,legit
981,ww1.azok.org,azok,legit
982,erdvc.ru,erdvc,legit
983,tiffall.com,tiffall,legit
984,gerbowwunfkxht.com,gerbowwunfkxht,dga
985,findtable.org,findtable,legit
986,www.equilibrionutriesportiva.com.br,equilibrionutriesportiva,legit
987,lageryol.com,lageryol,legit
988,thephatbus.com,thephatbus,legit
989,wiskimintis.com,wiskimintis,legit
990,hardy.boxofstamps.com,boxofstamps,legit
991,geniushop.ce.ms,geniushop,legit
992,portalpassport.co.cc,portalpassport,legit
993,jeanmartin.us,jeanmartin,legit
994,wochenblog.cx.cc,wochenblog,legit
995,partypoker.com,partypoker,legit
996,botnets.dyndns.ws,dyndns,legit
997,uo8irq.regfeedbackaccess.com,regfeedbackaccess,legit
998,hivanedak.com,hivanedak,legit
999,buritomask.com,buritomask,legit
1000,wgn23.no-ip.org,no-ip,legit
1001,gigiohcqfuldmaf.pl,gigiohcqfuldmaf,legit
1002,api.gacollector.com,gacollector,legit
1003,accountant.com,accountant,legit
1004,vodafone.com,vodafone,legit
1005,dalet.com,dalet,legit
1006,fezhvfw.cc,fezhvfw,dga
1007,hdylanfzmfngwbwxnc.ru,hdylanfzmfngwbwxnc,dga
1008,downloadcdn.filebulldog.com,filebulldog,legit
1009,cdn1.nonstopdownload.com,nonstopdownload,legit
1010,kmbnvnhxqkpop.com,kmbnvnhxqkpop,dga
1011,maxcdn.bootstrapcdn.com,bootstrapcdn,legit
1012,craspatsp.com,craspatsp,legit
1013,freedataverification.com,freedataverification,legit
1014,moremobileringtons.com,moremobileringtons,legit
1015,lertionk06.be,lertionk06,legit
1016,appelsap.no-ip.org,no-ip,legit
1017,mgmihqybl.com,mgmihqybl,dga
1018,theartofhair.com,theartofhair,legit
1019,ljshapiro.com,ljshapiro,legit
1020,psjldypo.com,psjldypo,dga
1021,openearedbarcodes.biz,openearedbarcodes,legit
1022,juqesumycuz.com,juqesumycuz,dga
1023,ib.adnxs.com,adnxs,legit
1024,kpxxppydhnhieswds.com,kpxxppydhnhieswds,dga
1025,3shadow.no-ip.info,no-ip,legit
1026,absqvhpldvsmclt.com,absqvhpldvsmclt,dga
1027,wtfrudoing.ddns.net,ddns,legit
1028,www.tradeadexchange.com,tradeadexchange,legit
1029,lehoetu.eu,lehoetu,legit
1030,www.powerpackd.com,powerpackd,legit
1031,tomyass.no-ip.biz,no-ip,legit
1032,mirmetalla.cx.cc,mirmetalla,legit
1033,btinet.no-ip.bix,bix,legit
1034,btinet.no-ip.biz,no-ip,legit
1035,syqivolurypugi.com,syqivolurypugi,dga
1036,expoperfumes.com.mx,expoperfumes,legit
1037,fr-st.windapp.net,windapp,legit
1038,balegion.com,balegion,legit
1039,ealanegroup.in,ealanegroup,legit
1040,deswarlist.warsheet.com,warsheet,legit
1041,cons1stedbengali.ru,cons1stedbengali,legit
1042,jsmgroupllc.cx.cc,jsmgroupllc,legit
1043,5canadaip.no-ip.info,no-ip,legit
1044,maxwebsearch.com,maxwebsearch,legit
1045,qnjlopbc.biz,qnjlopbc,dga
1046,yafinderstat.com,yafinderstat,legit
1047,lastserverstatus.com,lastserverstatus,legit
1048,boostcybergate.no-ip.biz,no-ip,legit
1049,remotesupportsystem.com,remotesupportsystem,legit
1050,siu.pservices-data.net,pservices-data,legit
1051,searchbehind.org,searchbehind,legit
1052,hwyrkevlbfvnag.com,hwyrkevlbfvnag,dga
1053,cxwahz.org,cxwahz,legit
1054,rodrigueziura.com,rodrigueziura,legit
1055,juwem-updateserver.ddns.net,ddns,legit
1056,dilgaweite.com,dilgaweite,legit
1057,capslik.com,capslik,legit
1058,darkhorizonrat.no-ip.biz,no-ip,legit
1059,565e2d254d.net,565e2d254d,dga
1060,intelligence1938.com,intelligence1938,legit
1061,youbeboom.pw,youbeboom,legit
1062,searchbite.org,searchbite,legit
1063,www.searchapps.me,searchapps,legit
1064,2.0.0.161.2189801016.609047247.0.4096.9207969d825a1cf2888da62ee95e5588a728a1066e5220634f.hfuidhfd.jp,hfuidhfd,dga
1065,resasopyf.com,resasopyf,legit
1066,eomc.net,eomc,legit
1067,mydataentry.co.uk,mydataentry,legit
1068,wiredsolutions.net,wiredsolutions,legit
1069,bittebezahlensie.eu,bittebezahlensie,legit
1070,ideasempurna.com.my,ideasempurna,legit
1071,qazomequguca.com,qazomequguca,dga
1072,jumpcast.in,jumpcast,legit
1073,omarzzt.no-ip.biz,no-ip,legit
1074,iwdshywjrvggnqohg.com,iwdshywjrvggnqohg,dga
1075,ehaqagaxa.de,ehaqagaxa,legit
1076,ralexezoj.com,ralexezoj,legit
1077,nasoorx.zapto.org:,zapto,legit
1078,lerkusaderfu.com,lerkusaderfu,legit
1079,moretarget.vv.cc,moretarget,legit
1080,headtickets.com,headtickets,legit
1081,ynjsipgopbbplsi.com,ynjsipgopbbplsi,dga
1082,bdhb.nl-web.net,nl-web,legit
1083,csi.gstatic.com,gstatic,legit
1084,baxyzasagisoq.com,baxyzasagisoq,legit
1085,onlinebizinformationschool.com,onlinebizinformationschool,legit
1086,yvyxxjfaxsgxwbycgbem.com,yvyxxjfaxsgxwbycgbem,dga
1087,rbartdeguauwfnmuf.com,rbartdeguauwfnmuf,dga
1088,exggxwbvrb.com,exggxwbvrb,dga
1089,optonline.com,optonline,legit
1090,fc-mes.ir,fc-mes,legit
1091,finedomainstgp.us,finedomainstgp,legit
1092,hyxdwvatmqjgeg.com,hyxdwvatmqjgeg,dga
1093,pzk1mf9a6v5p6md6yn4g2wt.biz,pzk1mf9a6v5p6md6yn4g2wt,dga
1094,rhfdjaecmygcrdgep.com,rhfdjaecmygcrdgep,dga
1095,www.daum.net,daum,legit
1096,ghsnha.coom.in,coom,legit
1097,ogotytaw.com,ogotytaw,legit
1098,dannyn.no-ip.org,no-ip,legit
1099,javarun.zapto.org,zapto,legit
1100,angryman97.zapto.org,zapto,legit
1101,jwu.edu,jwu,legit
1102,fvxxid.org,fvxxid,legit
1103,3vvs.no-ip.info,no-ip,legit
1104,theman1234555.no-ip.biz,no-ip,legit
1105,FCPOKLOBFFOCIGIPIEBOJHBBKKDEDOIBGLOEIOBILBFLOEIOBILBELNEHOBIJBC.LOEHOAIKBDLMEGOPHJBDLMEOAHLAFKODIACJLCFLOEIMBFLPEIOBILBCKBHLADK.MDGNAHKADKLDENNGJA.ns1.msffncsi.com,msffncsi,dga
1106,vyedkds.net,vyedkds,dga
1107,bigtopmultimedia.com,bigtopmultimedia,legit
